Date,Sentiment_Score
2023-12-31,0.2153948
2023-12-30,0.1810159999999999
2023-12-29,0.2001511379310344
2023-12-28,0.1859108387096774
2023-12-27,0.147215947368421
2023-12-26,0.12869516
2023-12-25,0.1975132
2023-12-24,0.0933945714285714
2023-12-23,0.2182044
2023-12-22,0.168854
2023-12-21,0.1897267631578947
2023-12-20,0.1814159259259259
2023-12-19,0.1590462564102564
2023-12-18,0.1906212068965517
2023-12-17,0.253692
2023-12-16,0.1933994285714285
2023-12-15,0.2173204074074074
2023-12-14,0.1813134285714285
2023-12-13,0.150688775
2023-12-12,0.1847157586206896
2023-12-11,0.1955429677419354
2023-12-10,0.2343885
2023-12-09,0.195899625
2023-12-08,0.17411175
2023-12-07,0.1813760625
2023-12-06,0.1896042068965517
2023-12-05,0.1740470322580645
2023-12-04,0.2153487142857142
2023-12-03,0.212932625
2023-12-02,0.1930436551724137
2023-12-01,0.1830436551724137
2023-11-30,0.1479472580645161
2023-11-29,0.1685669374999999
2023-11-28,0.2242579090909091
2023-11-27,0.1782038571428571
2023-11-26,0.336897
2023-11-25,0.1720911666666666
2023-11-24,0.2035104375
2023-11-23,0.1671570769230769
2023-11-22,0.169390625
2023-11-21,0.1421384
2023-11-20,0.1511244
2023-11-19,0.2117125999999999
2023-11-18,0.0797004615384615
2023-11-17,0.1530891944444444
2023-11-16,0.1810750833333333
2023-11-15,0.1914308857142857
2023-11-14,0.1543552
2023-11-13,0.1781576666666666
2023-11-12,0.17809975
2023-11-11,0.1475861666666666
2023-11-10,0.1478353611111111
2023-11-09,0.1619988965517241
2023-11-08,0.1904577297297297
2023-11-07,0.1532371071428571
2023-11-06,0.1715828857142857
2023-11-05,0.1084155999999999
2023-11-04,0.1479633846153846
2023-11-03,0.1557493913043478
2023-11-02,0.1394750217391304
2023-11-01,0.1261198666666666
2023-10-31,0.183088731707317
2023-10-30,0.1206777551020408
2023-10-29,0.2031185555555555
2023-10-28,0.19086275
2023-10-27,0.126860675
2023-10-26,0.1795184848484848
2023-10-25,0.1321482325581395
2023-10-24,0.1768512580645161
2023-10-23,0.15621175
