Date,Open,High,Low,Close,Adj Close,Volume
4/12/2010,1995.349976,2000.560059,1990.780029,1995.650024,1995.650024,2161650000
4/13/2010,1994.339966,2006.51001,1986.829956,2003.810059,2003.810059,2665420000
4/14/2010,2015.609985,2029.060059,2012.97998,2028.819946,2028.819946,3143270000
4/15/2010,2027.920044,2040.48999,2027.52002,2038.640015,2038.640015,2840660000
4/16/2010,2030.339966,2037.469971,2000.77002,2012.839966,2012.839966,2960950000
4/19/2010,2011.400024,2018.930054,1988.369995,2013.530029,2013.530029,2223650000
4/20/2010,2025.040039,2027.439941,2009.550049,2023.599976,2023.599976,2157100000
4/21/2010,2037.150024,2040.829956,2021.719971,2034.530029,2034.530029,2715900000
4/22/2010,2016.48999,2047.109985,2002.969971,2045.160034,2045.160034,2800840000
4/23/2010,2042.800049,2055.629883,2036.98999,2055.330078,2055.330078,2517010000
4/26/2010,2054.840088,2059.419922,2045.640015,2049.090088,2049.090088,2491040000
4/27/2010,2040.430054,2049.899902,2001.02002,2006.25,2006.25,2864810000
4/28/2010,2016.52002,2017.920044,1991.949951,2007.589966,2007.589966,2755190000
4/29/2010,2020.51001,2045.859985,2019.319946,2042.890015,2042.890015,3069640000
4/30/2010,2040.579956,2044.390015,2000.26001,2000.630005,2000.630005,2841130000
5/3/2010,2010.939941,2039.52002,2010.910034,2031.599976,2031.599976,2398370000
5/4/2010,2003.589966,2003.589966,1955.390015,1968.969971,1968.969971,3052590000
5/5/2010,1947.349976,1971.099976,1936.560059,1958.26001,1958.26001,3041480000
5/6/2010,1948.25,1964.099976,1752.310059,1893.75,1893.75,4553600000
5/7/2010,1879.76001,1901.890015,1808.069946,1849.439941,1849.439941,4227720000
5/10/2010,1931.52002,1942.640015,1923.52002,1942.609985,1942.609985,2871800000
5/11/2010,1920.23999,1966.47998,1918.119995,1940.47998,1940.47998,2548840000
5/12/2010,1951.98999,1977.420044,1947.199951,1975.579956,1975.579956,2351900000
5/13/2010,1969.439941,1983.130005,1940.439941,1945.52002,1945.52002,2375250000
5/14/2010,1928.579956,1929.910034,1885.51001,1907.099976,1907.099976,2653020000
5/17/2010,1911.380005,1920.75,1872.920044,1915.449951,1915.449951,2434480000
5/18/2010,1929.119995,1933.25,1878.550049,1887.060059,1887.060059,2490310000
5/19/2010,1879.319946,1894.410034,1850.959961,1873.420044,1873.420044,2646160000
5/20/2010,1830.170044,1839.98999,1798.199951,1800.119995,1800.119995,3420420000
5/21/2010,1772.339966,1834.689941,1767.939941,1822.77002,1822.77002,3389670000
5/24/2010,1818.459961,1841.109985,1814.170044,1815.280029,1815.280029,2150020000
5/25/2010,1769.319946,1818.280029,1756.630005,1815.680054,1815.680054,2946380000
5/26/2010,1827.579956,1850.800049,1793.030029,1796.469971,1796.469971,3077300000
5/27/2010,1837.650024,1863.869995,1831.780029,1862.709961,1862.709961,2408220000
5/28/2010,1865.890015,1867.719971,1836.22998,1852.390015,1852.390015,2165590000
5/31/2010,1865.890015,1867.719971,1836.22998,1852.390015,1852.390015,2165590000
6/1/2010,1846.599976,1878.040039,1832.959961,1835.040039,1835.040039,2167810000
6/2/2010,1844.689941,1879.589966,1832.579956,1879.589966,1879.589966,2190140000
6/3/2010,1883.25,1898.930054,1871.589966,1895.660034,1895.660034,2249050000
6/4/2010,1857.829956,1879.310059,1824.709961,1832.040039,1832.040039,2342480000
6/7/2010,1839.77002,1845.300049,1795.540039,1798.160034,1798.160034,2256670000
6/8/2010,1799.26001,1805.839966,1770.459961,1795.699951,1795.699951,2696580000
6/9/2010,1805.869995,1823.209961,1774.050049,1778.920044,1778.920044,2325060000
6/10/2010,1800.569946,1831.810059,1796.319946,1830.089966,1830.089966,2187840000
6/11/2010,1814.25,1848.619995,1811.98999,1847.150024,1847.150024,1877120000
6/14/2010,1862.699951,1876.939941,1844.160034,1845.47998,1845.47998,1951910000
6/15/2010,1855.689941,1898.790039,1855.689941,1897.47998,1897.47998,2289060000
6/16/2010,1891.26001,1913.209961,1888.219971,1905.310059,1905.310059,1936400000
6/17/2010,1914.75,1916.23999,1894.27002,1910.650024,1910.650024,1821680000
6/18/2010,1911.060059,1925.199951,1906.849976,1913.47998,1913.47998,2037230000
6/21/2010,1939.77002,1939.77002,1885.199951,1895.839966,1895.839966,1910700000
6/22/2010,1903.310059,1917.26001,1877.969971,1880.540039,1880.540039,1934450000
6/23/2010,1883.969971,1889.72998,1859.050049,1874.420044,1874.420044,1929450000
6/24/2010,1868.469971,1871.130005,1839.319946,1844.589966,1844.589966,2064360000
6/25/2010,1848.819946,1857.310059,1829.300049,1838.52002,1838.52002,3540350000
6/28/2010,1843.27002,1852.660034,1823.51001,1836,1836,1876740000
6/29/2010,1805.550049,1807.089966,1752.560059,1764.060059,1764.060059,2827090000
6/30/2010,1761.97998,1776.609985,1734.900024,1739.140015,1739.140015,2221560000
7/1/2010,1741.930054,1747.25,1700.040039,1734.410034,1734.410034,2717070000
7/2/2010,1736.25,1742.359985,1712.920044,1728.339966,1728.339966,1672320000
7/5/2010,1736.25,1742.359985,1712.920044,1728.339966,1728.339966,1672320000
7/6/2010,1752.97998,1763.880005,1719.199951,1734.680054,1734.680054,2173030000
7/7/2010,1739.01001,1790.180054,1736.98999,1789.719971,1789.719971,2199500000
7/8/2010,1801.550049,1805.829956,1777.439941,1798.310059,1798.310059,2034030000
7/9/2010,1797.040039,1815.23999,1793,1814.790039,1814.790039,1592610000
7/12/2010,1814.48999,1831.619995,1808.699951,1821.030029,1821.030029,1767970000
7/13/2010,1835.02002,1851.25,1822.25,1845.030029,1845.030029,2278480000
7/14/2010,1847.920044,1863.52002,1840.619995,1853.410034,1853.410034,2213010000
7/15/2010,1849.23999,1860.349976,1830.699951,1856.23999,1856.23999,2011600000
7/16/2010,1845.5,1850.72998,1802.540039,1803.47998,1803.47998,2195150000
7/19/2010,1807.98999,1822.709961,1794.560059,1819.280029,1819.280029,1735090000
7/20/2010,1789.930054,1841.160034,1784.550049,1840.670044,1840.670044,1933270000
7/21/2010,1859.599976,1859.849976,1813.280029,1817.300049,1817.300049,2222030000
7/22/2010,1842.380005,1870.410034,1842.380005,1863.099976,1863.099976,2213220000
7/23/2010,1851.810059,1875.380005,1846.319946,1875.380005,1875.380005,2410600000
7/26/2010,1875.77002,1890.400024,1867.839966,1890.400024,1890.400024,2164280000
7/27/2010,1899.130005,1900.150024,1880.219971,1888.810059,1888.810059,2065390000
7/28/2010,1887.459961,1894.689941,1866.680054,1872.619995,1872.619995,1848520000
7/29/2010,1884.069946,1887.410034,1841.359985,1860.300049,1860.300049,2324590000
7/30/2010,1842.329956,1874.640015,1833.900024,1864,1864,2138610000
8/2/2010,1886.609985,1902.670044,1879.77002,1898.98999,1898.98999,1953200000
8/3/2010,1898.459961,1898.630005,1881.579956,1891.810059,1891.810059,1997030000
8/4/2010,1898.810059,1911.01001,1891.22998,1909.199951,1909.199951,2021980000
8/5/2010,1900.069946,1907.800049,1892.5,1904.949951,1904.949951,1774300000
8/6/2010,1883.319946,1905.01001,1873.439941,1902.880005,1902.880005,1876630000
8/9/2010,1911.380005,1918.780029,1902.97998,1915.170044,1915.170044,1614580000
8/10/2010,1896.709961,1908.72998,1882.599976,1899.23999,1899.23999,2039590000
8/11/2010,1866,1866,1838.890015,1845.380005,1845.380005,2274460000
8/12/2010,1808.630005,1839.23999,1807.459961,1832.170044,1832.170044,2189680000
8/13/2010,1825.290039,1832.459961,1818.300049,1818.800049,1818.800049,1605040000
8/16/2010,1806.969971,1834.050049,1801.73999,1821.51001,1821.51001,1627620000
8/17/2010,1833.150024,1860.680054,1831.27002,1845.369995,1845.369995,1736870000
8/18/2010,1841.420044,1862.369995,1834.199951,1850.800049,1850.800049,1654560000
8/19/2010,1842.790039,1847.619995,1811.569946,1823,1823,2094800000
8/20/2010,1818.420044,1829.920044,1810.619995,1825.75,1825.75,1898500000
8/23/2010,1833.329956,1842.790039,1807.839966,1808.310059,1808.310059,1665900000
8/24/2010,1783.199951,1793.430054,1767.359985,1775.27002,1775.27002,2141650000
8/25/2010,1762.680054,1798.380005,1758.619995,1790.880005,1790.880005,2019480000
8/26/2010,1797.349976,1800.619995,1767.849976,1769.02002,1769.02002,1804510000
8/27/2010,1780.109985,1794.290039,1747.319946,1791.640015,1791.640015,2134550000
8/30/2010,1785.97998,1798.469971,1772.069946,1772.069946,1772.069946,1585200000
8/31/2010,1762.540039,1781.469971,1755.380005,1767.430054,1767.430054,2084110000
9/1/2010,1791.910034,1824.660034,1791.410034,1820.050049,1820.050049,2133970000
9/2/2010,1822.829956,1840.579956,1817.98999,1840.579956,1840.579956,1680590000
9/3/2010,1864.030029,1870.310059,1851.599976,1870.310059,1870.310059,1647790000
9/6/2010,1864.030029,1870.310059,1851.599976,1870.310059,1870.310059,1647790000
9/7/2010,1862.880005,1870.060059,1854.430054,1856.5,1856.5,1685240000
9/8/2010,1863.709961,1887.170044,1863.530029,1880,1880,2018210000
9/9/2010,1897.01001,1897.930054,1882.790039,1886.140015,1886.140015,1706650000
9/10/2010,1887.829956,1895.920044,1879.709961,1892.339966,1892.339966,1692470000
9/13/2010,1908.75,1924.609985,1908.410034,1921.670044,1921.670044,1937630000
9/14/2010,1917.829956,1938.01001,1913.709961,1928.589966,1928.589966,2079030000
9/15/2010,1923.969971,1942.339966,1918.099976,1939.599976,1939.599976,2067130000
9/16/2010,1937.180054,1949.390015,1931.719971,1948.109985,1948.109985,1809280000
9/17/2010,1959.26001,1961.01001,1945.52002,1955.829956,1955.829956,2432480000
9/20/2010,1962.150024,1992.800049,1960.430054,1989.430054,1989.430054,1989520000
9/21/2010,1990.189941,2002.790039,1980.469971,1989.109985,1989.109985,2125100000
9/22/2010,1979.900024,1996.449951,1972.829956,1982.76001,1982.76001,2170210000
9/23/2010,1968.030029,2002.459961,1967.819946,1982.150024,1982.150024,1923110000
9/24/2010,2006.530029,2023.849976,2002.550049,2023.839966,2023.839966,1993380000
9/27/2010,2021.680054,2026.420044,2010.530029,2010.98999,2010.98999,1873120000
9/28/2010,2013.569946,2017.569946,1979.73999,2012.430054,2012.430054,2125730000
9/29/2010,2008.140015,2017.23999,2000.910034,2009.079956,2009.079956,2077930000
9/30/2010,2021.48999,2029.650024,1986.329956,1998.040039,1998.040039,2418300000
10/1/2010,2014.469971,2017.22998,1987.709961,1996.599976,1996.599976,1932650000
10/4/2010,1990.130005,1997.670044,1963.680054,1975.329956,1975.329956,1901980000
10/5/2010,1996.380005,2026.459961,1996.209961,2024.630005,2024.630005,2203470000
10/6/2010,2021.209961,2024.920044,1992.650024,2006.52002,2006.52002,2103800000
10/7/2010,2016.079956,2017.439941,1996.25,2011.630005,2011.630005,1846240000
10/8/2010,2014.98999,2030.890015,1999.890015,2027.030029,2027.030029,2000980000
10/11/2010,2028.530029,2037.119995,2021.430054,2026.97998,2026.97998,1539990000
10/12/2010,2023.75,2045.079956,2007.130005,2041.550049,2041.550049,1960920000
10/13/2010,2052.5,2067.060059,2048.050049,2057.25,2057.25,2294450000
10/14/2010,2058.350098,2062.26001,2043.699951,2054.51001,2054.51001,2014540000
10/15/2010,2078.629883,2097.72998,2062.840088,2097.72998,2097.72998,2232810000
10/18/2010,2100.209961,2105.070068,2091.149902,2104.149902,2104.149902,1724710000
10/19/2010,2063.959961,2087.050049,2054.610107,2069.72998,2069.72998,2241840000
10/20/2010,2075.469971,2100.159912,2072.540039,2085.75,2085.75,2016770000
10/21/2010,2097.169922,2106.23999,2069.449951,2090.100098,2090.100098,2135480000
10/22/2010,2089.219971,2105.439941,2086.889893,2104.209961,2104.209961,1648180000
10/25/2010,2113.22998,2127.26001,2112.280029,2113.550049,2113.550049,1746320000
10/26/2010,2100.530029,2123.810059,2094.840088,2119.050049,2119.050049,1914350000
10/27/2010,2108.110107,2127.209961,2104.98999,2125.879883,2125.879883,2013240000
10/28/2010,2135.139893,2135.689941,2112.090088,2129.72998,2129.72998,1998340000
10/29/2010,2126.76001,2137.330078,2124.449951,2124.449951,2124.449951,2068700000
11/1/2010,2135.570068,2148.070068,2117.590088,2128.419922,2128.419922,1904790000
11/2/2010,2146.97998,2155.459961,2141.620117,2151.719971,2151.719971,1914980000
11/3/2010,2151.189941,2159.679932,2132.689941,2158.360107,2158.360107,1990410000
11/4/2010,2183.100098,2193.659912,2179.060059,2187.800049,2187.800049,2492050000
11/5/2010,2188.320068,2191.23999,2179.860107,2186.709961,2186.709961,2092850000
11/8/2010,2179.699951,2191.48999,2176.669922,2188.939941,2188.939941,1799330000
11/9/2010,2195.780029,2200.159912,2166.959961,2176.879883,2176.879883,2157370000
11/10/2010,2178.360107,2189.379883,2162.629883,2187.73999,2187.73999,1998930000
11/11/2010,2153.820068,2177.209961,2145.090088,2173.110107,2173.110107,2559980000
11/12/2010,2161.659912,2171.22998,2122.419922,2137.949951,2137.949951,2191790000
11/15/2010,2147.060059,2152.889893,2129.689941,2131.47998,2131.47998,1852210000
11/16/2010,2114.429932,2126.159912,2085.27002,2093.629883,2093.629883,2234090000
11/17/2010,2093.719971,2111.060059,2090.340088,2100,2100,1816260000
11/18/2010,2124.790039,2147.969971,2121.860107,2134.77002,2134.77002,2046660000
11/19/2010,2129.610107,2138.879883,2121.110107,2135.27002,2135.27002,1839670000
11/22/2010,2126.399902,2151,2121.73999,2150.860107,2150.860107,1850570000
11/23/2010,2128.189941,2132.689941,2105.610107,2116.610107,2116.610107,1892260000
11/24/2010,2138.23999,2165.149902,2138.149902,2160.52002,2160.52002,1634640000
11/25/2010,2138.23999,2165.149902,2138.149902,2160.52002,2160.52002,1634640000
11/26/2010,2146.379883,2160.550049,2142.689941,2153.909912,2153.909912,623980000
11/29/2010,2144.040039,2150.709961,2118.939941,2144.560059,2144.560059,1683260000
11/30/2010,2119.469971,2131.5,2110.23999,2117.330078,2117.330078,2317480000
12/1/2010,2150.639893,2173.419922,2150.639893,2162.830078,2162.830078,2109940000
12/2/2010,2166.570068,2187.820068,2164.530029,2185.300049,2185.300049,2038130000
12/3/2010,2177.110107,2192.889893,2176.280029,2191.169922,2191.169922,1810400000
12/6/2010,2192.120117,2193.860107,2183.030029,2189.810059,2189.810059,1617030000
12/7/2010,2214.98999,2215.280029,2188.73999,2189.350098,2189.350098,1906290000
12/8/2010,2195.330078,2201.340088,2182.98999,2200.600098,2200.600098,1763460000
12/9/2010,2210.72998,2213.01001,2193.919922,2201.570068,2201.570068,1924980000
12/10/2010,2206.469971,2217.47998,2199.689941,2215.340088,2215.340088,1736730000
12/13/2010,2223.889893,2225.219971,2207.02002,2207.449951,2207.449951,1835330000
12/14/2010,2213.22998,2220.419922,2205.209961,2212.590088,2212.590088,1853270000
12/15/2010,2210.51001,2223.669922,2196.879883,2202.449951,2202.449951,1863980000
12/16/2010,2205.27002,2221.97998,2198.860107,2218.02002,2218.02002,1735290000
12/17/2010,2222.01001,2227.040039,2217.110107,2218.290039,2218.290039,2421830000
12/20/2010,2225.409912,2230.550049,2206.300049,2223.040039,2223.040039,1707950000
12/21/2010,2230.610107,2235.580078,2226.25,2234.570068,2234.570068,1647550000
12/22/2010,2234.600098,2238.919922,2231.969971,2235.909912,2235.909912,1614040000
12/23/2010,2232.840088,2235.110107,2225.290039,2230.27002,2230.27002,1270290000
12/24/2010,2232.840088,2235.110107,2225.290039,2230.27002,2230.27002,1270290000
12/27/2010,2223.76001,2234.419922,2208.800049,2229.860107,2229.860107,1097100000
12/28/2010,2234.560059,2236.169922,2222.76001,2227.419922,2227.419922,1130200000
12/29/2010,2232.330078,2236.189941,2229.870117,2231.639893,2231.639893,1122150000
12/30/2010,2230.389893,2232.379883,2222.77002,2225.719971,2225.719971,1074350000
12/31/2010,2223.280029,2225,2209.379883,2217.860107,2217.860107,1026600000
1/3/2011,2238.659912,2268.300049,2237.790039,2254.22998,2254.22998,1919660000
1/4/2011,2261.649902,2263.030029,2237.72998,2251.459961,2251.459961,2015440000
1/5/2011,2245.399902,2271.080078,2243.879883,2270.399902,2270.399902,2060750000
1/6/2011,2272.330078,2279.449951,2268.590088,2277.51001,2277.51001,2095490000
1/7/2011,2280.129883,2282.870117,2254.219971,2276.699951,2276.699951,1976220000
1/10/2011,2270.649902,2288.639893,2265,2284.379883,2284.379883,1868870000
1/11/2011,2294.659912,2296.149902,2279.47998,2288.72998,2288.72998,1893100000
1/12/2011,2298.629883,2304.879883,2289.050049,2304.879883,2304.879883,1873960000
1/13/2011,2303.600098,2310.820068,2298.620117,2305.530029,2305.530029,1923900000
1/14/2011,2304.370117,2323.429932,2300.25,2323.429932,2323.429932,2020210000
1/17/2011,2304.370117,2323.429932,2300.25,2323.429932,2323.429932,2020210000
1/18/2011,2300.929932,2331.320068,2299.370117,2328.790039,2328.790039,2020190000
1/19/2011,2329.929932,2331.629883,2294.889893,2303.320068,2303.320068,2130930000
1/20/2011,2292.169922,2295.23999,2268.590088,2286.080078,2286.080078,2323250000
1/21/2011,2295.149902,2301.050049,2267.169922,2268.320068,2268.320068,1916960000
1/24/2011,2271.72998,2300.389893,2268.719971,2300.389893,2300.389893,1871300000
1/25/2011,2288.5,2304.040039,2283.790039,2304.030029,2304.030029,1936120000
1/26/2011,2306.98999,2321.219971,2300.110107,2314.189941,2314.189941,2031410000
1/27/2011,2322.330078,2336.040039,2319.22998,2330.070068,2330.070068,2020550000
1/28/2011,2330.070068,2330.070068,2260.600098,2270.51001,2270.51001,2371140000
1/31/2011,2274.219971,2287.5,2258.050049,2281.909912,2281.909912,1952310000
2/1/2011,2298.370117,2329.340088,2296.73999,2324.949951,2324.949951,2255990000
2/2/2011,2317.889893,2328.800049,2316.219971,2321.090088,2321.090088,2024600000
2/3/2011,2316.669922,2327.23999,2297.790039,2323.070068,2323.070068,1941260000
2/4/2011,2324.179932,2338.659912,2318.27002,2338.199951,2338.199951,1956710000
2/7/2011,2340.439941,2360.820068,2338.870117,2349.199951,2349.199951,1768090000
2/8/2011,2348.530029,2363.76001,2344.860107,2363.610107,2363.610107,1803010000
2/9/2011,2359.810059,2367.189941,2352.459961,2360.949951,2360.949951,1930820000
2/10/2011,2343.790039,2366.280029,2341.810059,2364.350098,2364.350098,2497540000
2/11/2011,2357.77002,2381.399902,2353.280029,2379.149902,2379.149902,2066700000
2/14/2011,2379.52002,2388.629883,2378.159912,2385.600098,2385.600098,1964780000
2/15/2011,2380.159912,2384.810059,2371.189941,2381.919922,2381.919922,2006220000
2/16/2011,2389.51001,2403.52002,2387.659912,2397.939941,2397.939941,2276980000
2/17/2011,2384.689941,2400.889893,2384.219971,2397.570068,2397.570068,1939320000
2/18/2011,2396.75,2400.469971,2382.389893,2392.469971,2392.469971,2109460000
2/21/2011,2396.75,2400.469971,2382.389893,2392.469971,2392.469971,2109460000
2/22/2011,2353.810059,2366.429932,2318.399902,2322.860107,2322.860107,2262100000
2/23/2011,2321.439941,2329.129883,2284.649902,2300.939941,2300.939941,2479150000
2/24/2011,2306.939941,2321.199951,2285.439941,2313.310059,2313.310059,2065290000
2/25/2011,2326.129883,2349.51001,2325.709961,2346.290039,2346.290039,1867820000
2/28/2011,2354.870117,2362.790039,2338.209961,2350.98999,2350.98999,2009500000
3/1/2011,2359.780029,2359.97998,2308.050049,2315.26001,2315.26001,2212860000
3/2/2011,2314.280029,2340.800049,2311.98999,2326.77002,2326.77002,1986900000
3/3/2011,2350.52002,2375.669922,2350.179932,2371.76001,2371.76001,1990380000
3/4/2011,2370.340088,2371.22998,2344.620117,2359.959961,2359.959961,1897900000
3/7/2011,2367.919922,2370.909912,2307.389893,2328.070068,2328.070068,2189970000
3/8/2011,2325.129883,2347.51001,2310.959961,2337.550049,2337.550049,1835540000
3/9/2011,2328.800049,2330.679932,2309.280029,2322.689941,2322.689941,1996700000
3/10/2011,2295.090088,2300.530029,2276.120117,2284.290039,2284.290039,2363330000
3/11/2011,2275.290039,2305.969971,2275.070068,2299.26001,2299.26001,1851810000
3/14/2011,2286.77002,2302.919922,2274.080078,2290.719971,2290.719971,1782070000
3/15/2011,2218.300049,2271.580078,2217.429932,2259.620117,2259.620117,2359830000
3/16/2011,2240.830078,2252.129883,2188.919922,2202.969971,2202.969971,2596000000
3/17/2011,2238.850098,2247.929932,2223.129883,2225.23999,2225.23999,1994360000
3/18/2011,2249.179932,2249.389893,2217.949951,2221.070068,2221.070068,1986900000
3/21/2011,2250.889893,2273.110107,2249.459961,2262.699951,2262.699951,1751060000
3/22/2011,2264.070068,2266.090088,2253.080078,2257.959961,2257.959961,1657430000
3/23/2011,2251.48999,2276.620117,2234.939941,2270.5,2270.5,1769950000
3/24/2011,2287.01001,2315.560059,2275.649902,2312.090088,2312.090088,1954180000
3/25/2011,2319.070068,2331.629883,2314.02002,2316.360107,2316.360107,1857570000
3/28/2011,2325.129883,2326.120117,2303.060059,2303.100098,2303.100098,1669260000
3/29/2011,2299.27002,2325.540039,2291.780029,2325.540039,2325.540039,1631160000
3/30/2011,2338.409912,2340.389893,2326.790039,2336.52002,2336.52002,1818410000
3/31/2011,2332.73999,2342.23999,2329.620117,2338.98999,2338.98999,1896420000
4/1/2011,2352.469971,2359.159912,2334.949951,2342.919922,2342.919922,2090120000
4/4/2011,2347.709961,2350.340088,2324.02002,2334.540039,2334.540039,1705920000
4/5/2011,2330.120117,2342.340088,2323.409912,2327.870117,2327.870117,1954520000
4/6/2011,2343.370117,2352.25,2320.320068,2332.340088,2332.340088,1996750000
4/7/2011,2331.73999,2346.860107,2315.830078,2332.879883,2332.879883,1806900000
4/8/2011,2342.73999,2345.409912,2313.330078,2321.179932,2321.179932,1650810000
4/11/2011,2330.26001,2333.97998,2305.530029,2314.5,2314.5,2053190000
4/12/2011,2302.889893,2308.199951,2288.679932,2298.300049,2298.300049,1818610000
4/13/2011,2312.800049,2322.600098,2298.820068,2316.629883,2316.629883,1744940000
4/14/2011,2301.27002,2315.219971,2291.790039,2311.25,2311.25,1717650000
