Date,Sentiment_Score
2022-03-01,-0.2363954285714285
2022-03-02,-0.2285145833333333
2022-03-03,-0.1653218461538461
2022-03-04,-0.1417764545454545
2022-03-05,-0.3102625714285714
2022-03-06,-0.1208538333333333
2022-03-07,-0.1267925384615384
2022-03-08,-0.116119406779661
2022-03-09,-0.0664202678571428
2022-03-10,-0.0632478533333333
2022-03-11,-0.0993358307692307
2022-03-12,-0.1329028
2022-03-13,-0.156487
2022-03-14,-0.1656643913043478
2022-03-15,-0.1429213157894737
2022-03-16,-0.1241474901960784
2022-03-17,-0.08026535
2022-03-18,-0.1154629777777777
2022-03-19,-0.1366557
2022-03-20,0.0320838333333333
2022-03-21,-0.1224880188679245
2022-03-22,-0.11191274
2022-03-23,-0.1137194444444444
2022-03-24,-0.106075
2022-03-25,-0.1284795714285714
2022-03-26,-0.0875183076923077
2022-03-27,-0.1734212
2022-03-28,-0.1046166153846153
2022-03-29,-0.1430838813559322
2022-03-30,-0.1848022857142857
2022-03-31,-0.0922867333333333
2022-04-01,-0.1164911063829787
2022-04-02,-0.1743274545454545
2022-04-03,-0.1306923333333333
2022-04-04,-0.08337258
2022-04-05,-0.0850740697674418
2022-04-06,-0.1012738823529411
2022-04-07,-0.1028945294117647
2022-04-08,-0.0903940784313725
2022-04-09,-0.1270222
2022-04-10,-0.181949
2022-04-11,-0.0836718390804597
2022-04-12,-0.0815150563380281
2022-04-13,-0.0661245
2022-04-14,-0.0832728043478261
2022-04-15,-0.0749451764705882
2022-04-16,-0.0070519999999999
2022-04-17,0.1355475
2022-04-18,-0.1370161395348837
2022-04-19,-0.112544323076923
2022-04-20,-0.1116933709677419
2022-04-21,-0.0579767741935483
2022-04-22,-0.0981408301886792
2022-04-23,-0.1466946666666666
2022-04-24,-0.1152463
2022-04-25,-0.1259194246575342
2022-04-26,-0.0990929420289855
2022-04-27,-0.0779891833333333
2022-04-28,-0.073937887755102
2022-04-29,-0.0631609333333333
2022-04-30,-0.1325548235294117
2022-05-01,0.0204119999999999
2022-05-02,-0.0910988985507246
2022-05-03,-0.0732166811594202
2022-05-04,-0.039739855670103
2022-05-05,-0.0631842386363636
2022-05-06,-0.0818161098901098
2022-05-07,-0.095328
2022-05-08,-0.1403736428571428
2022-05-09,-0.0719096470588235
2022-05-10,-0.1184168842975206
2022-05-11,-0.0966827114093959
2022-05-12,-0.1254240898203593
2022-05-13,-0.1201687739130434
2022-05-14,-0.1921043913043478
2022-05-15,-0.180712
2022-05-16,-0.1396326697247706
2022-05-17,-0.0579359259259259
2022-05-18,-0.1327367623762376
2022-05-19,-0.1459864146341463
2022-05-20,-0.1209598554216867
2022-05-21,-0.1773082222222222
2022-05-22,-0.1834843076923076
2022-05-23,-0.1316024571428571
2022-05-24,-0.1169115285714285
2022-05-25,-0.1161235797101449
2022-05-26,-0.0829212210526315
2022-05-27,-0.1196085774647887
2022-05-28,-0.1038058571428571
2022-05-29,-0.1245788
2022-05-30,-0.0677834761904761
2022-05-31,-0.1154127777777777
2022-06-01,-0.1035571320754717
2022-06-02,-0.1236946309523809
2022-06-03,-0.1621870625
2022-06-04,-0.1440221428571428
2022-06-05,-0.187092
2022-06-06,-0.1115321176470588
2022-06-07,-0.0687633095238095
2022-06-08,-0.0861285571428571
2022-06-09,-0.1149963260869565
2022-06-10,-0.141416914893617
2022-06-11,-0.1208560833333333
2022-06-12,-0.1864548461538461
2022-06-13,-0.160571027027027
2022-06-14,-0.1206893932584269
2022-06-15,-0.1398449357798165
2022-06-16,-0.1530981367521367
2022-06-17,-0.1418785675675676
2022-06-18,-0.2246551333333333
2022-06-19,-0.1002072666666666
2022-06-20,-0.1512376538461538
2022-06-21,-0.1348326527777777
2022-06-22,-0.1037717179487179
2022-06-23,-0.1161021451612903
2022-06-24,-0.1176147285714285
2022-06-25,-0.100321375
2022-06-26,-0.117489
2022-06-27,-0.1260259047619047
2022-06-28,-0.1118445492957746
2022-06-29,-0.1208796229508196
2022-06-30,-0.1770314024390243
2022-07-01,-0.143572895522388
2022-07-02,-0.1631632857142857
2022-07-03,-0.0684212307692307
2022-07-04,-0.1444142926829268
2022-07-05,-0.1632202871287128
2022-07-06,-0.1333905844155844
2022-07-07,-0.1389543541666666
2022-07-08,-0.1216083333333333
2022-07-09,-0.0229313636363636
2022-07-10,0.0408411904761904
2022-07-11,-0.0225236710526315
2022-07-12,-0.0362845714285714
2022-07-13,-0.0468463168316831
2022-07-14,-0.0431304298245614
2022-07-15,-0.0028336388888888
2022-07-16,-0.0507603333333333
2022-07-17,0.0285650625
2022-07-18,0.0388689146341463
2022-07-19,0.0930941578947368
2022-07-20,0.0642991379310344
2022-07-21,0.0165983762376237
2022-07-22,0.0235653333333333
2022-07-23,0.0856734
2022-07-24,0.0430204782608695
2022-07-25,0.0440639888888888
2022-07-26,0.0717505263157894
2022-07-27,0.0855361296296296
2022-07-28,0.0981591098901099
2022-07-29,0.0967984553571428
2022-07-30,0.1681621818181818
2022-07-31,0.0631333571428571
2022-08-01,0.0265219166666666
2022-08-02,0.0809785543478261
2022-08-03,0.1071248541666666
2022-08-04,0.0976892792792792
2022-08-05,0.0824242391304347
2022-08-06,0.145037
2022-08-07,0.0388365
2022-08-08,0.0969241428571428
2022-08-09,0.0815407142857142
2022-08-10,0.0631109569892473
2022-08-11,0.0625385764705882
2022-08-12,0.0182993275862068
2022-08-13,0.00922575
2022-08-14,0.038189
2022-08-15,0.048144
2022-08-16,0.0963875471698113
2022-08-17,0.038404873015873
2022-08-18,0.0438838636363636
