Date,Price,Open,High,Low
5/9/2024,386,388.01,389.01,387.5
5/10/2024,387.01,388,388.01,387.98
5/13/2024,386.64,388.01,389.51,387.32
5/14/2024,386.69,387.64,388.85,387.32
5/15/2024,386.52,387.69,388.85,387.26
5/16/2024,387.09,387.52,389.05,387.26
5/17/2024,386.6,388.09,389.05,387.3
5/20/2024,386.97,387.6,388.98,387.3
5/21/2024,387.24,387.97,389.12,387.48
5/22/2024,387.37,388.24,389.18,386.62
5/23/2024,386.58,388.37,389.18,387.29
5/24/2024,386.77,387.58,388.89,387.29
5/27/2024,386.77,387.77,387.77,387.77
5/28/2024,387.03,387.77,389.02,387.39
5/29/2024,386.5,388.03,389.02,386.75
5/30/2024,387.3,387.5,389.16,387.25
5/31/2024,386.38,388.3,389.15,387.19
6/3/2024,386.52,387.38,388.76,386.19
6/4/2024,386.34,387.52,388.76,387.17
6/5/2024,387.17,387.34,389.08,386.17
6/6/2024,386.65,388.17,389.08,387.33
6/7/2024,386.71,387.65,388.86,386.83
6/10/2024,386.54,387.71,388.86,387.27
6/11/2024,386.58,387.54,388.79,387.27
6/12/2024,386.61,387.58,388.8,386.29
6/13/2024,387.04,387.61,389.02,386.3
6/14/2024,387.49,388.04,389.24,387.02
6/17/2024,387.78,388.49,389.39,387.24
6/18/2024,387.73,388.78,389.39,387.36
6/19/2024,387.58,388.73,389.36,387.79
6/20/2024,387.16,388.58,389.29,387.58
6/21/2024,387.52,388.16,389.26,387.58
6/24/2024,387.05,388.52,389.26,387.02
6/25/2024,387.2,388.05,389.1,387.02
6/26/2024,387.33,388.2,389.67,387.1
6/27/2024,387.12,388.33,389.67,388.06
6/28/2024,387.16,388.12,389.58,388.06
7/1/2024,387.06,388.16,389.58,388.03
7/2/2024,387.16,388.06,389.58,387.03
7/3/2024,387.24,388.16,389.62,387.08
7/4/2024,387.24,388.24,389.12,387.12
7/5/2024,386,388.24,389.62,387.48
7/8/2024,386.88,387.97,388.98,386.94
7/9/2024,387.01,387.88,388.01,387.88
7/10/2024,387.01,388.01,389.01,387.01
7/11/2024,387.45,388.01,389.73,387.01
7/12/2024,387,388.45,389.73,388
7/15/2024,386.81,388,389.5,386.9
7/16/2024,386.97,387.81,388.98,386.9
7/17/2024,387.23,387.97,389.61,387.97
7/18/2024,386.99,388.23,389.61,387.99
7/19/2024,387.37,387.99,389.68,387.99
7/22/2024,386.75,388.37,389.68,386.88
7/23/2024,386.91,387.75,388.95,387.38
7/24/2024,387.39,387.91,389.2,386.95
7/25/2024,386.89,388.39,389.2,386.95
7/26/2024,387.4,387.89,388.4,387.89
7/29/2024,386.65,388.4,389.2,386.83
7/30/2024,387.38,387.65,389.19,386.83
7/31/2024,387.1,388.38,389.19,388.05
8/1/2024,386.83,388.1,389.05,386.92
8/2/2024,386.85,387.83,387.92,387.42
8/5/2024,386.78,387.85,388.92,386.89
8/6/2024,387.21,387.78,389.11,387.39
8/7/2024,386.73,388.21,388.21,387.73
8/8/2024,387.49,387.73,389.24,386.86
8/9/2024,387.22,388.49,389.24,387.61
8/12/2024,387.26,388.22,389.13,387.61
8/13/2024,387.62,388.26,389.31,387.13
8/14/2024,387.42,388.62,389.31,387.71
8/15/2024,387.26,388.42,389.21,387.13
8/16/2024,387.12,388.26,389.13,387.56
8/19/2024,387.16,388.12,389.08,387.06
8/20/2024,387.1,388.16,389.08,387.05
8/21/2024,387.36,388.1,389.18,387.05
8/22/2024,387,388.36,389.18,387
8/23/2024,387.04,388,389.02,387
8/26/2024,387.11,388.04,389.05,387.02
8/27/2024,386.82,388.11,389.05,386.91
8/28/2024,386.91,387.82,388.95,387.41
8/29/2024,386.85,387.91,388.95,387.42
8/30/2024,386.53,387.85,388.92,386.77
9/2/2024,386.53,387.53,388.27,386.27
9/3/2024,386.38,387.53,388.77,386.19
9/4/2024,386,387.38,388.82,387.19
9/5/2024,386.3,387.63,388.82,386.15
9/6/2024,386.09,387.3,388.65,387.05
9/9/2024,386.15,387.09,388.58,387.05
9/10/2024,386.22,387.15,388.61,387.08
9/11/2024,386.27,387.22,388.64,387.11
9/12/2024,386.27,387.27,388.64,386.14
9/13/2024,386.27,387.27,388.64,386.14
9/16/2024,386.19,387.27,388.64,386.1
9/17/2024,386.61,387.19,388.8,386.1
9/18/2024,386.09,387.61,388.8,386.05
9/19/2024,386.75,387.09,388.88,387.05
9/20/2024,386.27,387.75,388.38,386.14
9/23/2024,386.83,387.27,388.92,387.14
9/24/2024,386.36,387.83,388.92,386.18
9/25/2024,386.5,387.36,388.75,386.18
9/26/2024,386.45,387.5,387.75,386.23
9/27/2024,386.32,387.45,388.73,386.16
9/30/2024,386.29,387.32,387.66,386.14
10/1/2024,386.11,387.29,388.64,386.05
10/2/2024,386.18,387.11,388.59,386.05
10/3/2024,386.05,387.18,388.59,386.02
10/4/2024,385.99,387.05,388.52,385.99
10/7/2024,385.93,386.99,388,385.96
10/8/2024,386.42,386.93,387.71,385.96
10/9/2024,386.06,387.42,388.71,386.03
10/10/2024,386.15,387.06,388.58,386.03
10/11/2024,386.15,387.15,388.58,386.08
10/14/2024,386.13,387.15,387.58,386.07
10/15/2024,386.2,387.13,387.6,386.07
10/16/2024,386.28,387.2,388.14,386.6
10/17/2024,386.47,387.28,387.73,387.14
10/18/2024,386.25,387.47,387.73,387.13
10/21/2024,386.16,387.25,387.63,386
10/22/2024,386.21,387.16,388.11,386
10/23/2024,386.67,387.21,388.33,386.11
10/24/2024,386,387.67,388.33,386
10/25/2024,386.25,387.14,388.13,386.07
10/28/2024,386.13,387.25,388.13,386
10/29/2024,386.06,387,388.03,386
10/30/2024,386.05,387.06,388.03,386
10/31/2024,386.62,387.05,388.31,386
11/1/2024,386.17,387.62,388.31,386.08
11/4/2024,386.09,387.17,388.08,386.05
11/5/2024,386.24,387.09,388.12,386
11/6/2024,386.36,387.24,388.18,386.12
11/7/2024,386.23,387.36,388.18,386.11
11/8/2024,386.37,387.23,388.18,386.11
11/11/2024,386.36,387.37,388.18,386.18
11/12/2024,386.36,387.36,388.18,386
11/13/2024,386.65,387,388.33,386.33
11/14/2024,386.64,387.65,388.33,386
11/15/2024,387.25,387.64,389.13,386.32
11/18/2024,387.89,388.25,388.95,388.13
11/19/2024,387.97,388.89,388.98,387.95
11/20/2024,388.19,388.97,390.1,387.98
11/21/2024,388.45,389.19,390.23,388.1
11/22/2024,388.76,389.45,389.88,389.23
11/25/2024,389.14,389.76,391.07,388.38
11/26/2024,389.88,390.14,391.44,388.57
11/27/2024,390.63,390.88,392.32,388.94
11/28/2024,396,391.63,396,390.32
11/29/2024,396,396,396.82,390.32
12/2/2024,396.5,396,398.25,395.5
12/3/2024,398.5,398.25,400.5,394.64
12/4/2024,400.5,399.25,404.36,393.82
12/5/2024,401.25,402.25,404.52,401
12/6/2024,400.75,402.63,404.52,399.15
12/9/2024,394.78,400.75,402.65,395.39
12/10/2024,393.87,395.78,395.89,392.93
12/11/2024,393.35,394.87,395.43,391.67
12/12/2024,393.35,394.35,395.17,391.67
12/13/2024,393.01,394.35,395.17,392.01
12/16/2024,393,394.01,395.01,392.01
12/17/2024,393.59,393,395.8,392.3
12/18/2024,393.62,394.59,395.81,392.8
12/19/2024,393.91,394.62,395.95,392.81
12/20/2024,394.05,394.91,396.02,392.95
12/23/2024,394.58,395.05,396.79,393.02
12/24/2024,399.81,395.58,399.81,394.29
12/25/2024,399.81,399.81,399.81,394.38
12/26/2024,395.06,399.81,399.81,394.53
12/27/2024,395.48,396.06,399.88,395.03
12/30/2024,395.56,396.48,399.78,395.24
12/31/2024,395.56,396.56,396.56,396.56
1/1/2025,395.56,396.56,396.56,396.56
1/2/2025,395,396.56,396.78,396.28
1/3/2025,399.63,396.56,399.78,396.4
1/6/2025,399.63,399.63,399.95,396.28
1/7/2025,399.75,399.63,399.95,396.38
1/8/2025,395.47,399.75,399.81,396.24
1/9/2025,395.5,396.47,399.75,396.24
1/10/2025,396,399.75,400.31,396.47
1/13/2025,395.01,400,400.5,396.42
1/14/2025,396.25,399.51,400.63,396.61
1/15/2025,397,400.13,401,396.89
1/16/2025,397.5,400.5,401.27,396
1/17/2025,397.01,400.75,401,396.55
1/20/2025,396.81,400.5,400.97,396.82
1/21/2025,398.25,400.4,401.13,396.82
1/22/2025,398.5,401.13,401.25,396.87
1/23/2025,398,401.25,401.38,396.87
1/24/2025,397.55,401,401.28,396.94
1/27/2025,397.1,400.78,401.25,396.68
1/28/2025,397.1,400.55,401,398.23
1/29/2025,396.5,400.55,401.14,396.64
1/30/2025,396.13,400.25,401,396.46
1/31/2025,396.35,400.06,400.46,396.18
2/3/2025,395.99,397.35,400.18,395.5
2/4/2025,395.71,396.99,400,395.36
2/5/2025,395.58,396.71,399.86,395.29
2/6/2025,395.01,396.58,399.92,395.29
2/7/2025,395.01,399.51,399.92,395.38
2/10/2025,395.41,399.51,400,394.96
2/11/2025,395.54,396.41,397.77,395.21
2/12/2025,395.56,396.54,399.78,395.02
2/13/2025,395,396.56,399.78,395.21
2/14/2025,395.51,396.42,399.76,394.96
2/17/2025,395.39,396.51,399.76,395.2
2/18/2025,395.23,396.39,399.7,395.12
2/19/2025,394.72,396.23,397.62,394.61
2/20/2025,394.31,395.72,397.5,394.16
2/21/2025,393.41,395.31,397.5,393.21
2/24/2025,392.9,394.41,395.21,392.45
2/25/2025,392.55,393.9,394.7,392.28
2/26/2025,392.51,393.55,394.53,392.26
2/27/2025,392.26,393.51,394.51,392
2/28/2025,392.35,393.26,394.18,392.13
3/3/2025,392,393.35,394.6,392.18
3/4/2025,392.86,393.69,394.93,392.35
3/5/2025,393.3,393.86,395.15,392.43
3/6/2025,393.58,394.3,395.29,393.15
3/7/2025,393.58,394.58,395.29,393.29
3/10/2025,391.15,394.58,396.87,393.29
3/11/2025,391.25,395.58,396.87,392.52
3/12/2025,392.42,395.63,396.52,391.96
3/13/2025,392.42,393.42,393.96,391.71
3/14/2025,390.74,392.74,393.62,390.37
3/17/2025,390.74,391.74,393.5,390.37
3/18/2025,390.56,391.74,393.17,391.28
3/19/2025,390.57,391.56,392.29,390.28
3/20/2025,391.26,391.57,392.63,390.29
3/21/2025,391,392.26,393.27,390.63
3/24/2025,390.83,392.54,393.27,390.42
3/25/2025,390.8,391.83,392.67,390.4
3/26/2025,390.8,391.8,395.56,390.4
3/27/2025,390.81,391.8,395.5,390.4
3/28/2025,390.59,391.81,392.66,390.29
3/31/2025,390.57,391.59,392.29,390.29
4/1/2025,390.1,391.57,392.29,389.55
4/2/2025,390.1,391.1,392.05,389.55
4/3/2025,390.32,391.1,392.16,390.05
4/4/2025,390.22,391.32,392.16,390.11
4/7/2025,390.14,391.22,392.11,389.57
4/8/2025,390.01,391.14,392.07,389.51
4/9/2025,390.78,391.01,392.39,391.01
4/10/2025,390.08,391.78,392.39,389.54
4/11/2025,390.07,391.08,392.04,389.79
4/14/2025,389.92,391.07,392.04,389.71
